GroupNumber,TotalWinRate,HostWinRate,VisitorWinRate,DatesOfGames,PeriodsBetweenGames,AveragePeriodLength,B2BCounts,WinningList,HostingList
10,0.6097560975609756,0.7073170731707317,0.5121951219512195,"['18/10/17', '18/10/19', '18/10/22', '18/10/24', '18/10/27', '18/10/28', '18/10/31', '18/11/2', '18/11/3', '18/11/5', '18/11/7', '18/11/9', '18/11/12', '18/11/14', '18/11/16', '18/11/17', '18/11/19', '18/11/21', '18/11/23', '18/11/25', '18/11/26', '18/11/28', '18/11/30', '18/12/2', '18/12/4', '18/12/6', '18/12/9', '18/12/10', '18/12/12', '18/12/15', '18/12/17', '18/12/19', '18/12/21', '18/12/22', '18/12/25', '18/12/27', '18/12/29', '19/1/1', '19/1/4', '19/1/5', '19/1/7', '19/1/9', '19/1/11', '19/1/12', '19/1/14', '19/1/16', '19/1/18', '19/1/21', '19/1/23', '19/1/25', '19/1/27', '19/1/30', '19/2/1', '19/2/2', '19/2/6', '19/2/9', '19/2/12', '19/2/22', '19/2/23', '19/2/27', '19/2/28', '19/3/2', '19/3/4', '19/3/6', '19/3/8', '19/3/11', '19/3/13', '19/3/14', '19/3/16', '19/3/18', '19/3/20', '19/3/21', '19/3/23', '19/3/25', '19/3/27', '19/3/29', '19/4/1', '19/4/3', '19/4/5', '19/4/7', '19/4/9', '19/4/10']","[0, 2, 3, 2, 3, 1, 3, 2, 1, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 1, 3, 2, 2, 3, 3, 1, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2, 3, 2, 1, 4, 3, 3, 10, 1, 4, 1, 2, 2, 2, 2, 3, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1]",2.1341463414634148,5,"[True, False, False, True, True, True, False, False, False, False, True, True, True, False, False, True, False, False, False, True, False, True, True, False, True, True, False, False, True, False, False, True, True, False, True, False, True, False, True, True, False, True, True, True, True, True, True, False, True, True, True, False, True, False, True, True, False, False, True, True, True, True, False, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, False]","[False, True, True, False, False, False, False, True, False, True, True, True, False, False, False, False, False, True, False, False, True, False, False, False, True, True, False, False, True, False, False, True, False, True, True, True, True, False, False, False, False, True, True, True, True, False, True, True, True, True, False, False, True, True, True, True, False, False, True, True, False, True, True, False, False, True, False, True, True, False, False, False, False, True, True, True, True, False, True, False, True, False]"
11,0.6585365853658537,0.8292682926829268,0.4878048780487805,"['18/10/17', '18/10/20', '18/10/21', '18/10/23', '18/10/25', '18/10/29', '18/10/31', '18/11/1', '18/11/3', '18/11/5', '18/11/7', '18/11/9', '18/11/11', '18/11/13', '18/11/15', '18/11/17', '18/11/19', '18/11/21', '18/11/23', '18/11/24', '18/11/27', '18/11/30', '18/12/3', '18/12/5', '18/12/7', '18/12/8', '18/12/10', '18/12/14', '18/12/16', '18/12/18', '18/12/22', '18/12/26', '18/12/28', '18/12/29', '19/1/1', '19/1/3', '19/1/5', '19/1/7', '19/1/8', '19/1/10', '19/1/12', '19/1/13', '19/1/15', '19/1/17', '19/1/19', '19/1/23', '19/1/25', '19/1/26', '19/1/28', '19/1/30', '19/2/1', '19/2/2', '19/2/4', '19/2/6', '19/2/8', '19/2/11', '19/2/13', '19/2/22', '19/2/24', '19/2/26', '19/2/28', '19/3/2', '19/3/4', '19/3/6', '19/3/8', '19/3/12', '19/3/14', '19/3/16', '19/3/18', '19/3/21', '19/3/22', '19/3/24', '19/3/26', '19/3/28', '19/3/29', '19/3/31', '19/4/2', '19/4/3', '19/4/5', '19/4/7', '19/4/9', '19/4/10']","[0, 3, 1, 2, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3, 2, 2, 1, 2, 4, 2, 2, 4, 4, 2, 1, 3, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 4, 2, 1, 2, 2, 2, 1, 2, 2, 2, 3, 2, 9, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 3, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1]",2.1341463414634148,5,"[True, True, True, True, False, True, True, True, True, True, False, False, False, False, True, False, False, True, True, True, True, True, True, True, False, False, True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, False, True, True, False, True, True, True, True, True, True, False, False, False, True, True, True, True, True, False, False, False, True, False, True, True, True, True, True, True, False, True, False, True, False, False, True, True, False, False, True]","[False, True, True, True, False, True, False, False, True, True, False, True, True, True, True, False, False, False, True, False, True, False, False, False, False, False, True, True, True, True, False, False, True, False, True, False, True, False, False, True, False, True, True, True, True, False, True, True, False, False, True, False, False, False, False, True, True, False, True, True, True, True, False, False, False, True, True, True, False, False, False, False, True, False, False, True, False, True, True, False, False, True]"
12,0.4024390243902439,0.5853658536585366,0.21951219512195122,"['18/10/17', '18/10/20', '18/10/22', '18/10/24', '18/10/26', '18/10/28', '18/10/29', '18/10/31', '18/11/2', '18/11/6', '18/11/7', '18/11/10', '18/11/12', '18/11/14', '18/11/17', '18/11/19', '18/11/21', '18/11/24', '18/11/28', '18/11/30', '18/12/2', '18/12/4', '18/12/5', '18/12/8', '18/12/10', '18/12/12', '18/12/13', '18/12/16', '18/12/18', '18/12/20', '18/12/22', '18/12/23', '18/12/26', '18/12/28', '18/12/30', '18/12/31', '19/1/2', '19/1/4', '19/1/5', '19/1/7', '19/1/9', '19/1/11', '19/1/13', '19/1/16', '19/1/19', '19/1/21', '19/1/22', '19/1/25', '19/1/27', '19/1/30', '19/1/31', '19/2/2', '19/2/6', '19/2/8', '19/2/10', '19/2/11', '19/2/13', '19/2/22', '19/2/23', '19/2/25', '19/2/27', '19/3/2', '19/3/4', '19/3/6', '19/3/8', '19/3/10', '19/3/12', '19/3/14', '19/3/16', '19/3/18', '19/3/20', '19/3/21', '19/3/23', '19/3/26', '19/3/28', '19/3/31', '19/4/1', '19/4/3', '19/4/5', '19/4/7', '19/4/9', '19/4/10']","[0, 3, 2, 2, 2, 2, 1, 2, 2, 4, 1, 3, 2, 2, 3, 2, 2, 3, 4, 2, 2, 2, 1, 3, 2, 2, 1, 3, 2, 2, 2, 1, 3, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 3, 3, 2, 1, 3, 2, 3, 1, 2, 4, 2, 2, 1, 2, 9, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 3, 1, 2, 2, 2, 2, 1]",2.1341463414634148,4,"[False, True, True, False, False, False, False, False, False, True, False, True, True, True, True, False, True, True, True, False, True, True, False, True, True, True, False, False, False, False, False, False, True, False, True, False, True, False, False, False, True, True, False, False, False, False, True, True, False, True, False, True, True, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, True, False, False, True, True, False, False, True, True, False]","[False, True, True, False, False, True, False, False, True, True, False, True, False, True, True, False, True, True, False, False, True, True, False, True, True, True, False, True, False, False, False, False, True, False, True, False, False, False, False, True, True, False, True, True, False, False, True, True, True, False, False, False, True, True, True, False, True, True, False, False, True, True, False, False, False, True, True, False, True, True, False, False, False, True, False, False, True, True, True, False, True, False]"
13,0.2682926829268293,0.21951219512195122,0.3170731707317073,"['18/10/18', '18/10/20', '18/10/22', '18/10/24', '18/10/26', '18/10/27', '18/10/29', '18/10/31', '18/11/2', '18/11/3', '18/11/5', '18/11/7', '18/11/10', '18/11/12', '18/11/14', '18/11/16', '18/11/17', '18/11/21', '18/11/23', '18/11/24', '18/11/26', '18/11/28', '18/11/30', '18/12/1', '18/12/4', '18/12/7', '18/12/8', '18/12/10', '18/12/13', '18/12/15', '18/12/17', '18/12/19', '18/12/21', '18/12/23', '18/12/26', '18/12/28', '18/12/30', '19/1/2', '19/1/4', '19/1/6', '19/1/9', '19/1/11', '19/1/12', '19/1/15', '19/1/17', '19/1/19', '19/1/21', '19/1/23', '19/1/25', '19/1/27', '19/1/29', '19/1/30', '19/2/2', '19/2/6', '19/2/8', '19/2/9', '19/2/11', '19/2/13', '19/2/22', '19/2/23', '19/2/25', '19/2/27', '19/3/1', '19/3/3', '19/3/5', '19/3/6', '19/3/8', '19/3/10', '19/3/12', '19/3/15', '19/3/17', '19/3/18', '19/3/20', '19/3/23', '19/3/26', '19/3/27', '19/3/30', '19/4/1', '19/4/3', '19/4/6', '19/4/9', '19/4/10']","[0, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 1, 4, 2, 1, 2, 2, 2, 1, 3, 3, 1, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 1, 3, 2, 2, 2, 2, 2, 2, 2, 1, 3, 4, 2, 1, 2, 2, 9, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 1, 2, 3, 3, 1, 3, 2, 2, 3, 3, 1]",2.1219512195121952,5,"[False, False, False, True, False, True, False, False, False, False, True, False, True, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, True, False, False, True, True, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, True, False, False, True, True, True, False, True, True, False, False, True, False, False, False, False, False, True, True, False, False, False, False, False, True, False, False, False]","[False, True, False, True, False, False, True, True, True, True, False, False, True, True, False, False, True, True, True, False, True, False, False, False, False, True, True, True, False, False, False, True, True, False, True, False, False, True, True, True, False, False, False, False, False, True, False, True, True, True, False, False, False, True, False, True, True, True, False, True, True, False, False, True, False, True, True, False, True, False, False, False, True, True, False, True, True, False, False, True, True, False]"
14,0.45121951219512196,0.5365853658536586,0.36585365853658536,"['18/10/18', '18/10/20', '18/10/22', '18/10/24', '18/10/25', '18/10/27', '18/10/29', '18/10/31', '18/11/3', '18/11/4', '18/11/7', '18/11/10', '18/11/11', '18/11/14', '18/11/17', '18/11/18', '18/11/21', '18/11/23', '18/11/25', '18/11/27', '18/11/29', '18/11/30', '18/12/2', '18/12/5', '18/12/7', '18/12/8', '18/12/10', '18/12/13', '18/12/15', '18/12/16', '18/12/18', '18/12/21', '18/12/23', '18/12/25', '18/12/27', '18/12/28', '18/12/30', '19/1/2', '19/1/4', '19/1/6', '19/1/7', '19/1/9', '19/1/11', '19/1/13', '19/1/15', '19/1/17', '19/1/19', '19/1/21', '19/1/24', '19/1/27', '19/1/29', '19/1/31', '19/2/2', '19/2/5', '19/2/7', '19/2/10', '19/2/12', '19/2/21', '19/2/23', '19/2/25', '19/2/27', '19/3/1', '19/3/2', '19/3/4', '19/3/6', '19/3/9', '19/3/12', '19/3/14', '19/3/15', '19/3/17', '19/3/19', '19/3/22', '19/3/24', '19/3/26', '19/3/27', '19/3/29', '19/3/31', '19/4/2', '19/4/4', '19/4/5', '19/4/7', '19/4/9']","[0, 2, 2, 2, 1, 2, 2, 2, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 3, 2, 1, 2, 3, 2, 2, 2, 1, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 9, 2, 2, 2, 2, 1, 2, 2, 3, 3, 2, 1, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]",2.1097560975609757,5,"[False, False, False, True, True, False, False, True, True, False, True, True, True, True, False, True, True, True, False, False, True, True, True, True, False, True, True, False, True, False, False, True, False, True, False, False, True, False, False, False, True, True, False, False, True, True, False, False, False, True, False, True, False, False, True, False, False, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False, True, True, False, True, True, False, False, True, True, False]","[False, True, True, False, True, False, False, True, False, True, True, False, True, True, False, False, False, True, True, False, True, True, True, True, False, False, True, False, False, False, False, True, True, False, False, True, True, True, True, False, False, True, False, True, True, False, False, True, True, True, True, False, False, False, False, False, False, True, False, False, True, True, False, True, True, True, False, False, False, False, False, True, True, True, False, True, False, False, True, False, True, True]"
15,0.47560975609756095,0.6097560975609756,0.34146341463414637,"['18/10/17', '18/10/19', '18/10/20', '18/10/22', '18/10/24', '18/10/26', '18/10/27', '18/10/30', '18/11/1', '18/11/3', '18/11/6', '18/11/9', '18/11/11', '18/11/13', '18/11/17', '18/11/19', '18/11/21', '18/11/23', '18/11/25', '18/11/26', '18/11/28', '18/11/30', '18/12/2', '18/12/5', '18/12/7', '18/12/9', '18/12/12', '18/12/14', '18/12/15', '18/12/19', '18/12/21', '18/12/23', '18/12/26', '18/12/28', '18/12/29', '18/12/31', '19/1/2', '19/1/5', '19/1/6', '19/1/8', '19/1/11', '19/1/12', '19/1/14', '19/1/17', '19/1/19', '19/1/20', '19/1/23', '19/1/25', '19/1/28', '19/1/30', '19/2/1', '19/2/2', '19/2/5', '19/2/6', '19/2/9', '19/2/11', '19/2/14', '19/2/22', '19/2/23', '19/2/25', '19/2/27', '19/3/1', '19/3/3', '19/3/6', '19/3/8', '19/3/9', '19/3/11', '19/3/15', '19/3/17', '19/3/19', '19/3/21', '19/3/23', '19/3/24', '19/3/26', '19/3/29', '19/3/31', '19/4/1', '19/4/3', '19/4/5', '19/4/7', '19/4/9', '19/4/10']","[0, 2, 1, 2, 2, 2, 1, 3, 2, 2, 3, 3, 2, 2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 1, 4, 2, 2, 3, 2, 1, 2, 2, 3, 1, 2, 3, 1, 2, 3, 2, 1, 3, 2, 3, 2, 2, 1, 3, 1, 3, 2, 3, 8, 1, 2, 2, 2, 2, 3, 2, 1, 2, 4, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 2, 2, 2, 1]",2.1341463414634148,4,"[False, True, True, False, False, True, False, True, False, True, True, False, True, False, False, True, True, False, False, True, True, False, False, False, True, True, True, False, False, True, True, False, False, True, False, True, False, False, True, False, False, False, True, True, True, False, True, False, True, False, True, True, False, False, True, False, False, True, False, False, False, True, False, False, True, False, False, True, False, False, True, True, True, True, False, False, False, True, True, True, True, False]","[True, False, False, False, False, True, False, True, True, True, True, False, False, False, True, True, True, False, False, True, True, True, True, False, True, False, True, True, True, True, True, False, False, True, False, True, True, False, False, False, False, False, False, True, True, False, False, False, True, False, True, True, True, False, False, False, False, True, True, True, True, False, True, True, True, False, False, False, False, True, True, True, False, True, False, False, False, False, True, False, False, True]"
16,0.2073170731707317,0.21951219512195122,0.1951219512195122,"['18/10/17', '18/10/19', '18/10/20', '18/10/22', '18/10/24', '18/10/26', '18/10/29', '18/10/31', '18/11/2', '18/11/4', '18/11/5', '18/11/7', '18/11/10', '18/11/11', '18/11/14', '18/11/16', '18/11/18', '18/11/20', '18/11/21', '18/11/23', '18/11/25', '18/11/27', '18/11/28', '18/12/1', '18/12/3', '18/12/6', '18/12/8', '18/12/9', '18/12/12', '18/12/14', '18/12/16', '18/12/17', '18/12/19', '18/12/21', '18/12/25', '18/12/27', '18/12/29', '19/1/1', '19/1/4', '19/1/7', '19/1/8', '19/1/11', '19/1/13', '19/1/17', '19/1/21', '19/1/23', '19/1/25', '19/1/27', '19/1/28', '19/1/30', '19/2/1', '19/2/3', '19/2/5', '19/2/8', '19/2/9', '19/2/11', '19/2/13', '19/2/14', '19/2/22', '19/2/24', '19/2/26', '19/2/28', '19/3/3', '19/3/4', '19/3/6', '19/3/9', '19/3/10', '19/3/12', '19/3/15', '19/3/17', '19/3/18', '19/3/20', '19/3/22', '19/3/24', '19/3/28', '19/3/30', '19/4/1', '19/4/3', '19/4/5', '19/4/7', '19/4/9', '19/4/10']","[0, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1, 2, 3, 1, 3, 2, 2, 2, 1, 2, 2, 2, 1, 3, 2, 3, 2, 1, 3, 2, 2, 1, 2, 2, 4, 2, 2, 3, 3, 3, 1, 3, 2, 4, 4, 2, 2, 2, 1, 2, 2, 2, 2, 3, 1, 2, 2, 1, 8, 2, 2, 2, 3, 1, 2, 3, 1, 2, 3, 2, 1, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 1]",2.1341463414634148,3,"[True, False, False, False, False, False, True, False, True, False, False, True, False, False, False, False, False, False, True, True, True, False, False, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, True, True, False]","[True, False, True, False, False, True, True, True, False, False, True, False, False, True, False, False, False, True, False, True, False, False, False, True, True, False, True, True, False, False, False, True, False, True, True, False, False, False, False, False, False, True, True, False, True, True, False, True, False, True, True, True, True, False, True, False, True, False, True, True, True, True, False, False, False, True, False, False, False, True, False, True, True, True, True, True, True, False, False, True, False, True]"
17,0.47560975609756095,0.5853658536585366,0.36585365853658536,"['18/10/17', '18/10/19', '18/10/21', '18/10/23', '18/10/24', '18/10/26', '18/10/29', '18/10/30', '18/11/1', '18/11/4', '18/11/7', '18/11/9', '18/11/10', '18/11/12', '18/11/16', '18/11/17', '18/11/19', '18/11/21', '18/11/24', '18/11/25', '18/11/29', '18/12/1', '18/12/4', '18/12/7', '18/12/8', '18/12/10', '18/12/12', '18/12/14', '18/12/16', '18/12/17', '18/12/19', '18/12/21', '18/12/23', '18/12/26', '18/12/27', '18/12/30', '19/1/1', '19/1/3', '19/1/5', '19/1/7', '19/1/8', '19/1/10', '19/1/12', '19/1/14', '19/1/17', '19/1/19', '19/1/21', '19/1/22', '19/1/25', '19/1/27', '19/1/30', '19/2/2', '19/2/4', '19/2/6', '19/2/8', '19/2/10', '19/2/13', '19/2/21', '19/2/23', '19/2/25', '19/2/27', '19/3/1', '19/3/4', '19/3/6', '19/3/9', '19/3/11', '19/3/14', '19/3/15', '19/3/17', '19/3/19', '19/3/21', '19/3/23', '19/3/24', '19/3/26', '19/3/28', '19/3/30', '19/3/31', '19/4/2', '19/4/4', '19/4/5', '19/4/7', '19/4/10']","[0, 2, 2, 2, 1, 2, 3, 1, 2, 3, 3, 2, 1, 2, 4, 1, 2, 2, 3, 1, 4, 2, 3, 3, 1, 2, 2, 2, 2, 1, 2, 2, 2, 3, 1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 2, 3, 8, 2, 2, 2, 2, 3, 2, 3, 2, 3, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 3]",2.1341463414634148,7,"[False, False, True, False, True, True, True, True, True, False, False, True, False, True, False, False, True, True, False, False, False, True, True, True, False, True, True, False, True, False, False, True, True, False, True, False, False, False, False, True, False, True, True, True, False, True, False, False, True, False, True, True, True, False, True, True, False, False, True, False, False, False, True, False, True, False, False, False, True, False, True, True, False, True, False, False, True, False, True, False, False, False]","[True, False, False, False, True, True, False, False, False, False, True, True, True, True, False, False, True, False, False, True, True, True, False, False, False, False, True, True, False, False, True, True, True, False, True, False, True, True, True, True, False, True, True, True, False, False, False, False, False, False, True, True, True, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False, True, True, True, True, False, False, False, False, False, True, True, False, True, False]"
18,0.5975609756097561,0.6829268292682927,0.5121951219512195,"['18/10/16', '18/10/19', '18/10/20', '18/10/22', '18/10/25', '18/10/27', '18/10/30', '18/11/1', '18/11/3', '18/11/5', '18/11/8', '18/11/9', '18/11/11', '18/11/14', '18/11/16', '18/11/17', '18/11/19', '18/11/21', '18/11/23', '18/11/24', '18/11/26', '18/11/30', '18/12/1', '18/12/6', '18/12/8', '18/12/10', '18/12/12', '18/12/14', '18/12/15', '18/12/19', '18/12/21', '18/12/23', '18/12/25', '18/12/27', '18/12/29', '18/12/31', '19/1/2', '19/1/4', '19/1/7', '19/1/9', '19/1/10', '19/1/12', '19/1/14', '19/1/16', '19/1/18', '19/1/19', '19/1/21', '19/1/23', '19/1/26', '19/1/28', '19/1/30', '19/2/1', '19/2/3', '19/2/5', '19/2/7', '19/2/9', '19/2/12', '19/2/13', '19/2/21', '19/2/23', '19/2/26', '19/2/27', '19/3/1', '19/3/3', '19/3/5', '19/3/6', '19/3/9', '19/3/11', '19/3/14', '19/3/16', '19/3/18', '19/3/20', '19/3/23', '19/3/24', '19/3/26', '19/3/29', '19/3/30', '19/4/1', '19/4/3', '19/4/5', '19/4/7', '19/4/9']","[0, 3, 1, 2, 3, 2, 3, 2, 2, 2, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 2, 4, 1, 5, 2, 2, 2, 2, 1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 1, 8, 2, 3, 1, 2, 2, 2, 1, 3, 2, 3, 2, 2, 2, 3, 1, 2, 3, 1, 2, 2, 2, 2, 2]",2.1341463414634148,4,"[True, False, True, False, True, True, True, True, False, False, True, False, False, True, True, False, False, False, True, False, True, True, True, True, True, True, True, True, False, False, False, True, True, False, True, False, True, True, True, True, False, False, False, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, False, False, False, False, True, False, True, True, True, False, True, True, False, False, False, False, True, True, False, True, True, True, False, True]","[True, False, False, True, False, False, True, True, False, False, False, False, False, True, True, True, False, True, False, False, False, True, False, True, False, True, False, True, False, True, True, True, True, False, False, False, True, True, True, True, False, False, False, True, True, False, True, True, True, True, True, False, True, False, True, True, False, True, False, False, False, True, True, True, False, False, False, False, True, True, True, False, False, True, False, True, False, True, False, False, True, False]"
19,0.5853658536585366,0.7073170731707317,0.4634146341463415,"['18/10/17', '18/10/19', '18/10/20', '18/10/22', '18/10/24', '18/10/27', '18/10/29', '18/10/31', '18/11/2', '18/11/3', '18/11/5', '18/11/7', '18/11/9', '18/11/11', '18/11/16', '18/11/17', '18/11/19', '18/11/21', '18/11/23', '18/11/26', '18/11/27', '18/11/29', '18/12/1', '18/12/4', '18/12/7', '18/12/8', '18/12/10', '18/12/12', '18/12/14', '18/12/16', '18/12/18', '18/12/19', '18/12/21', '18/12/23', '18/12/26', '18/12/28', '18/12/31', '19/1/4', '19/1/6', '19/1/8', '19/1/9', '19/1/11', '19/1/15', '19/1/17', '19/1/19', '19/1/20', '19/1/23', '19/1/26', '19/1/28', '19/1/30', '19/1/31', '19/2/2', '19/2/4', '19/2/5', '19/2/7', '19/2/9', '19/2/11', '19/2/13', '19/2/22', '19/2/23', '19/2/25', '19/2/27', '19/2/28', '19/3/2', '19/3/5', '19/3/7', '19/3/10', '19/3/12', '19/3/14', '19/3/16', '19/3/18', '19/3/19', '19/3/21', '19/3/24', '19/3/27', '19/3/29', '19/3/30', '19/4/1', '19/4/3', '19/4/5', '19/4/7', '19/4/10']","[0, 2, 1, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 5, 1, 2, 2, 2, 3, 1, 2, 2, 3, 3, 1, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 3, 4, 2, 2, 1, 2, 4, 2, 2, 1, 3, 3, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 9, 1, 2, 2, 1, 2, 3, 2, 3, 2, 2, 2, 2, 1, 2, 3, 3, 2, 1, 2, 2, 2, 2, 3]",2.1341463414634148,4,"[True, False, True, False, True, True, False, True, True, True, False, False, True, False, True, True, True, False, False, True, True, False, False, True, True, True, True, True, True, True, False, False, True, True, True, True, True, True, False, True, False, True, True, False, True, True, True, False, False, False, False, True, True, True, True, True, True, False, True, True, False, False, True, False, True, False, False, True, True, False, False, False, False, True, False, False, False, True, True, False, False, True]","[True, False, True, False, False, False, True, False, False, True, True, True, False, False, True, True, True, False, True, False, False, False, False, True, False, True, True, True, False, True, True, False, False, True, False, True, True, False, False, False, False, False, True, True, True, True, True, False, True, False, False, False, False, True, True, True, True, True, True, False, False, False, True, True, True, False, False, True, True, False, False, False, False, True, False, False, True, True, False, True, True, False]"
20,0.6951219512195121,0.7317073170731707,0.6585365853658537,"['18/10/16', '18/10/19', '18/10/21', '18/10/22', '18/10/24', '18/10/26', '18/10/28', '18/10/29', '18/10/31', '18/11/2', '18/11/5', '18/11/8', '18/11/10', '18/11/12', '18/11/13', '18/11/15', '18/11/17', '18/11/18', '18/11/21', '18/11/23', '18/11/24', '18/11/26', '18/11/29', '18/12/1', '18/12/3', '18/12/5', '18/12/7', '18/12/10', '18/12/12', '18/12/14', '18/12/17', '18/12/19', '18/12/22', '18/12/23', '18/12/25', '18/12/27', '18/12/29', '18/12/31', '19/1/3', '19/1/5', '19/1/8', '19/1/11', '19/1/13', '19/1/15', '19/1/16', '19/1/18', '19/1/21', '19/1/24', '19/1/26', '19/1/28', '19/1/31', '19/2/2', '19/2/6', '19/2/8', '19/2/10', '19/2/12', '19/2/13', '19/2/21', '19/2/23', '19/2/25', '19/2/27', '19/2/28', '19/3/2', '19/3/5', '19/3/8', '19/3/10', '19/3/13', '19/3/16', '19/3/18', '19/3/19', '19/3/21', '19/3/23', '19/3/24', '19/3/27', '19/3/29', '19/3/31', '19/4/2', '19/4/4', '19/4/5', '19/4/7', '19/4/9', '19/4/10']","[0, 3, 2, 1, 2, 2, 2, 1, 2, 2, 3, 3, 2, 2, 1, 2, 2, 1, 3, 2, 1, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 1, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 1, 2, 3, 3, 2, 2, 3, 2, 4, 2, 2, 2, 1, 8, 2, 2, 2, 1, 2, 3, 3, 2, 3, 3, 2, 1, 2, 2, 1, 3, 2, 2, 2, 2, 1, 2, 2, 1]",2.1463414634146343,5,"[True, True, False, True, True, True, True, True, True, True, True, False, True, False, True, False, False, False, False, True, True, True, False, False, True, True, True, True, False, True, True, False, True, True, False, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, False, True, False, False, True, False, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, False]","[True, False, False, True, True, False, False, False, True, True, True, True, True, False, True, False, False, False, True, True, True, True, False, False, False, False, False, True, True, False, True, False, True, True, True, True, False, False, True, False, True, True, False, False, True, False, False, False, False, False, True, True, True, False, True, True, False, True, True, False, False, False, False, True, True, True, False, False, False, False, True, True, True, False, False, True, True, False, True, True, False, False]"
